loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status,cibil_rating,income_level,loan_amount_ratings,loan_term_label,dependent_levels
1987,3,Not Graduate,Yes,300000,500000,6,876,300000,100000,1100000,300000,Approved,Excellent,Low,Bronze,Short-Term,Moderate
1988,2,Not Graduate,No,4300000,14500000,10,594,11400000,700000,14000000,5300000,Approved,Average,Upper-middle,Silver,Intermediate,Moderate
1989,3,Not Graduate,No,7000000,18400000,18,837,2800000,7900000,15400000,5700000,Approved,Excellent,Upper-middle,Silver,Long-Term,Moderate
1990,0,Not Graduate,Yes,4900000,16500000,4,600,11100000,2200000,12000000,6500000,Approved,Average,Upper-middle,Silver,Short-Term,Low
1991,4,Graduate,No,6200000,12400000,20,547,14200000,10800000,17200000,8000000,Rejected,Poor,Upper-middle,Silver,Long-Term,High
1992,1,Not Graduate,No,4100000,15800000,12,431,9700000,7300000,15200000,5700000,Rejected,Poor,Upper-middle,Silver,Intermediate,Low
1993,0,Not Graduate,Yes,7300000,22600000,12,851,3300000,3400000,24800000,5300000,Approved,Excellent,Upper-middle,Gold,Intermediate,Low
1994,4,Not Graduate,Yes,9200000,28100000,12,760,23200000,9700000,22300000,12900000,Approved,Excellent,High,Gold,Intermediate,High
1995,0,Not Graduate,No,800000,2400000,2,716,700000,1200000,3100000,400000,Approved,Good,Low,Bronze,Short-Term,Low
1996,4,Not Graduate,No,2900000,11200000,10,744,6600000,4000000,7300000,1600000,Approved,Good,Lower-middle,Silver,Intermediate,High
1997,3,Not Graduate,No,8100000,21600000,4,740,22400000,3700000,16900000,9900000,Approved,Good,High,Gold,Short-Term,Moderate
1998,0,Graduate,No,9300000,20300000,14,759,27000000,11600000,26500000,10900000,Approved,Excellent,High,Gold,Intermediate,Low
1999,4,Graduate,Yes,9200000,29400000,14,517,4900000,0,33500000,10100000,Rejected,Poor,High,Gold,Intermediate,High
2000,3,Not Graduate,Yes,3100000,6300000,18,895,2300000,3400000,10500000,4200000,Approved,Excellent,Lower-middle,Bronze,Long-Term,Moderate
2001,3,Not Graduate,Yes,7000000,15400000,20,315,19900000,7600000,16400000,5900000,Rejected,Poor,Upper-middle,Silver,Long-Term,Moderate
2002,4,Not Graduate,No,3900000,8800000,14,527,4600000,4900000,14900000,3100000,Rejected,Poor,Lower-middle,Bronze,Intermediate,High
2003,3,Graduate,No,5500000,19800000,14,853,7300000,3000000,15500000,3100000,Approved,Excellent,Upper-middle,Silver,Intermediate,Moderate
2004,0,Graduate,No,6600000,13700000,20,747,3600000,2400000,23900000,6000000,Approved,Good,Upper-middle,Silver,Long-Term,Low
2005,2,Not Graduate,No,9900000,31600000,16,892,4200000,17500000,31400000,12700000,Approved,Excellent,High,Platinum,Long-Term,Moderate
2006,4,Graduate,Yes,6600000,20500000,8,856,18800000,5400000,15100000,9400000,Approved,Excellent,Upper-middle,Gold,Intermediate,High
2007,3,Graduate,No,8600000,23600000,4,324,13800000,3800000,28500000,4300000,Rejected,Poor,High,Gold,Short-Term,Moderate
2008,5,Graduate,No,7900000,28600000,12,812,12100000,14400000,30000000,11700000,Approved,Excellent,High,Gold,Intermediate,High
2009,5,Graduate,Yes,6800000,22600000,2,804,3500000,12500000,18200000,9900000,Approved,Excellent,Upper-middle,Gold,Short-Term,High
2010,4,Graduate,No,700000,1800000,8,874,1600000,1000000,1300000,300000,Approved,Excellent,Low,Bronze,Intermediate,High
2011,2,Not Graduate,Yes,3800000,10000000,12,516,2400000,4200000,14200000,5100000,Rejected,Poor,Lower-middle,Bronze,Intermediate,Moderate
2012,5,Graduate,Yes,6900000,18300000,4,402,12600000,13100000,23200000,6100000,Rejected,Poor,Upper-middle,Silver,Short-Term,High
2013,1,Graduate,Yes,3700000,12400000,12,330,3400000,1000000,10400000,2800000,Rejected,Poor,Lower-middle,Silver,Intermediate,Low
2014,1,Graduate,No,7900000,24000000,12,867,20500000,10000000,30700000,9400000,Approved,Excellent,High,Gold,Intermediate,Low
2015,4,Graduate,Yes,8800000,34200000,16,844,18700000,11000000,20700000,10700000,Approved,Excellent,High,Platinum,Long-Term,High
2016,5,Not Graduate,Yes,3300000,7800000,8,310,3000000,3900000,8300000,4200000,Rejected,Poor,Lower-middle,Bronze,Intermediate,High
2017,4,Not Graduate,No,5800000,14200000,20,535,10200000,4000000,21100000,3400000,Rejected,Poor,Upper-middle,Silver,Long-Term,High
2018,1,Graduate,Yes,7400000,29500000,16,323,10000000,4400000,29400000,8100000,Rejected,Poor,Upper-middle,Gold,Long-Term,Low
2019,1,Graduate,No,8200000,25600000,4,686,2000000,5900000,17300000,4400000,Approved,Good,High,Gold,Short-Term,Low
2020,0,Not Graduate,Yes,3300000,9600000,8,465,6100000,700000,9700000,2000000,Rejected,Poor,Lower-middle,Bronze,Intermediate,Low
2021,4,Graduate,Yes,5300000,10700000,12,547,1000000,10200000,11600000,5700000,Rejected,Poor,Upper-middle,Silver,Intermediate,High
2022,1,Not Graduate,No,5700000,19100000,12,649,9400000,10200000,16400000,4500000,Approved,Average,Upper-middle,Silver,Intermediate,Low
2023,2,Not Graduate,No,9000000,31000000,14,670,21300000,5400000,31100000,12900000,Approved,Good,High,Platinum,Intermediate,Moderate
2024,3,Graduate,No,5900000,14400000,10,408,2400000,5100000,23000000,3700000,Rejected,Poor,Upper-middle,Silver,Intermediate,Moderate
2025,2,Not Graduate,No,5400000,11900000,6,303,15000000,9200000,15400000,6900000,Rejected,Poor,Upper-middle,Silver,Short-Term,Moderate
2026,0,Graduate,No,9800000,34800000,14,497,3000000,2200000,23800000,9600000,Rejected,Poor,High,Platinum,Intermediate,Low
2027,4,Graduate,Yes,9800000,34100000,14,740,6500000,16900000,27100000,5100000,Approved,Good,High,Platinum,Intermediate,High
2028,4,Not Graduate,Yes,3800000,8200000,4,309,10900000,3900000,10200000,3300000,Rejected,Poor,Lower-middle,Bronze,Short-Term,High
2029,0,Not Graduate,No,9500000,24400000,14,769,14400000,2400000,30800000,14200000,Approved,Excellent,High,Gold,Intermediate,Low
2030,3,Graduate,Yes,2500000,7100000,6,420,3800000,3300000,8700000,3000000,Rejected,Poor,Lower-middle,Bronze,Short-Term,Moderate
2031,1,Graduate,No,1900000,6000000,20,540,1100000,1400000,4300000,1300000,Rejected,Poor,Lower-middle,Bronze,Long-Term,Low
2032,5,Graduate,Yes,4400000,10600000,20,806,9700000,3600000,10800000,2500000,Approved,Excellent,Upper-middle,Silver,Long-Term,High
2033,4,Graduate,Yes,1400000,2900000,6,723,3800000,0,4700000,1600000,Approved,Good,Lower-middle,Bronze,Short-Term,High
2034,5,Not Graduate,Yes,3200000,11800000,16,565,8100000,2700000,9200000,1800000,Approved,Average,Lower-middle,Silver,Long-Term,High
2035,1,Graduate,Yes,3100000,9200000,16,374,2400000,3500000,7100000,3500000,Rejected,Poor,Lower-middle,Bronze,Long-Term,Low
2036,4,Graduate,No,4500000,9900000,10,509,11100000,3100000,12200000,2700000,Rejected,Poor,Upper-middle,Bronze,Intermediate,High
2037,3,Not Graduate,Yes,9300000,23500000,16,728,3500000,9900000,27300000,9800000,Approved,Good,High,Gold,Long-Term,Moderate
2038,2,Graduate,No,6900000,18200000,20,396,15600000,4300000,22900000,5400000,Rejected,Poor,Upper-middle,Silver,Long-Term,Moderate
2039,0,Not Graduate,Yes,3900000,8600000,2,667,4300000,6600000,13500000,2000000,Approved,Good,Lower-middle,Bronze,Short-Term,Low
2040,5,Not Graduate,No,3200000,7400000,12,583,9400000,5500000,10600000,3600000,Approved,Average,Lower-middle,Bronze,Intermediate,High
2041,1,Not Graduate,Yes,5600000,21100000,10,459,9700000,1400000,13900000,8100000,Rejected,Poor,Upper-middle,Gold,Intermediate,Low
2042,4,Not Graduate,Yes,3700000,11900000,18,635,6100000,6400000,11200000,4700000,Approved,Average,Lower-middle,Silver,Long-Term,High
2043,3,Not Graduate,No,8400000,27200000,12,604,21400000,8800000,23700000,4700000,Approved,Average,High,Gold,Intermediate,Moderate
2044,0,Not Graduate,Yes,4200000,8900000,14,796,3000000,1600000,13300000,4800000,Approved,Excellent,Upper-middle,Bronze,Intermediate,Low
2045,4,Graduate,No,3800000,8500000,10,416,6200000,4800000,14900000,4100000,Rejected,Poor,Lower-middle,Bronze,Intermediate,High
2046,3,Graduate,No,3200000,8200000,8,311,4900000,5600000,10700000,1600000,Rejected,Poor,Lower-middle,Bronze,Intermediate,Moderate
2047,1,Graduate,No,9700000,33900000,10,833,24600000,16200000,28300000,6600000,Approved,Excellent,High,Platinum,Intermediate,Low
2048,1,Not Graduate,Yes,4300000,9400000,6,543,7400000,5200000,14800000,4200000,Rejected,Poor,Upper-middle,Bronze,Short-Term,Low
2049,5,Graduate,Yes,8100000,20300000,18,751,1600000,7900000,31700000,7400000,Approved,Excellent,High,Gold,Long-Term,High
2050,5,Not Graduate,Yes,9400000,23200000,14,885,16900000,1200000,34900000,4700000,Approved,Excellent,High,Gold,Intermediate,High
2051,4,Not Graduate,Yes,8100000,19400000,6,346,7800000,9300000,29300000,4500000,Rejected,Poor,High,Silver,Short-Term,High
2052,4,Graduate,No,6500000,14500000,4,588,10300000,9500000,22800000,6400000,Approved,Average,Upper-middle,Silver,Short-Term,High
2053,2,Graduate,No,9400000,23100000,4,488,20100000,3500000,28600000,10900000,Rejected,Poor,High,Gold,Short-Term,Moderate
2054,1,Not Graduate,Yes,2600000,6600000,20,765,2100000,200000,5200000,1300000,Approved,Excellent,Lower-middle,Bronze,Long-Term,Low
2055,3,Not Graduate,Yes,8000000,25600000,6,337,8800000,500000,18900000,9800000,Rejected,Poor,High,Gold,Short-Term,Moderate
2056,1,Graduate,No,4700000,9300000,8,515,1000000,4700000,14600000,5700000,Rejected,Poor,Upper-middle,Bronze,Intermediate,Low
2057,2,Graduate,Yes,7600000,22300000,12,555,2100000,13800000,17700000,7100000,Approved,Average,High,Gold,Intermediate,Moderate
2058,1,Graduate,Yes,6800000,27200000,2,702,4600000,2400000,27100000,6300000,Approved,Good,Upper-middle,Gold,Short-Term,Low
2059,2,Not Graduate,Yes,6600000,17000000,2,457,100000,1800000,23300000,6700000,Rejected,Poor,Upper-middle,Silver,Short-Term,Moderate
2060,2,Graduate,No,8200000,27200000,10,425,11400000,4900000,29300000,4500000,Rejected,Poor,High,Gold,Intermediate,Moderate
2061,1,Graduate,Yes,4400000,12300000,6,583,2400000,7900000,17200000,6600000,Approved,Average,Upper-middle,Silver,Short-Term,Low
2062,1,Not Graduate,No,8300000,29200000,6,877,13700000,9900000,31500000,9500000,Approved,Excellent,High,Gold,Short-Term,Low
2063,0,Graduate,No,9200000,36500000,14,522,10500000,5300000,22400000,13200000,Rejected,Poor,High,Platinum,Intermediate,Low
2064,5,Not Graduate,Yes,2700000,8700000,20,687,2600000,1200000,9000000,1300000,Approved,Good,Lower-middle,Bronze,Long-Term,High
2065,0,Graduate,No,6100000,23600000,20,856,3300000,5200000,17700000,6400000,Approved,Excellent,Upper-middle,Gold,Long-Term,Low
2066,4,Not Graduate,Yes,9100000,33000000,8,543,15700000,14400000,19500000,11200000,Rejected,Poor,High,Platinum,Intermediate,High
2067,5,Not Graduate,Yes,7600000,15400000,14,576,2300000,2800000,24500000,4700000,Approved,Average,High,Silver,Intermediate,High
2068,2,Not Graduate,No,7200000,17000000,10,856,18100000,12700000,15800000,6000000,Approved,Excellent,Upper-middle,Silver,Intermediate,Moderate
2069,0,Graduate,Yes,2600000,8200000,8,722,3500000,4200000,7100000,3200000,Approved,Good,Lower-middle,Bronze,Intermediate,Low
2070,4,Graduate,Yes,6500000,20200000,12,653,18600000,1400000,23800000,6400000,Approved,Good,Upper-middle,Gold,Intermediate,High
2071,5,Graduate,No,8900000,35500000,16,480,17200000,11300000,25200000,4900000,Rejected,Poor,High,Platinum,Long-Term,High
2072,2,Graduate,Yes,5400000,14300000,14,477,10200000,700000,11100000,5500000,Rejected,Poor,Upper-middle,Silver,Intermediate,Moderate
2073,0,Graduate,No,300000,500000,2,885,200000,400000,700000,200000,Approved,Excellent,Low,Bronze,Short-Term,Low
2074,0,Not Graduate,No,8400000,19600000,18,530,17000000,3600000,24200000,12300000,Rejected,Poor,High,Silver,Long-Term,Low
2075,3,Graduate,No,8300000,17200000,8,870,4700000,8800000,18300000,10000000,Approved,Excellent,High,Silver,Intermediate,Moderate
2076,4,Not Graduate,No,1700000,5600000,8,395,2700000,800000,3500000,2400000,Rejected,Poor,Lower-middle,Bronze,Intermediate,High
2077,2,Not Graduate,No,1500000,4200000,16,771,2500000,800000,5700000,1100000,Approved,Excellent,Lower-middle,Bronze,Long-Term,Moderate
2078,1,Not Graduate,Yes,200000,500000,2,579,500000,100000,500000,100000,Approved,Average,Low,Bronze,Short-Term,Low
2079,1,Graduate,Yes,1000000,3700000,14,798,2000000,200000,3800000,1400000,Approved,Excellent,Low,Bronze,Intermediate,Low
2080,3,Not Graduate,Yes,8800000,25100000,8,473,17200000,600000,24400000,12400000,Rejected,Poor,High,Gold,Intermediate,Moderate
2081,0,Graduate,Yes,1000000,3200000,8,304,500000,600000,3700000,700000,Rejected,Poor,Low,Bronze,Intermediate,Low
2082,0,Not Graduate,Yes,8600000,23000000,14,678,18800000,16400000,22900000,12000000,Approved,Good,High,Gold,Intermediate,Low
2083,5,Graduate,Yes,2400000,8900000,2,745,1700000,2000000,9200000,2100000,Approved,Good,Lower-middle,Bronze,Short-Term,High
2084,1,Graduate,No,2400000,8900000,8,835,2400000,1200000,5500000,1100000,Approved,Excellent,Lower-middle,Bronze,Intermediate,Low
2085,5,Not Graduate,Yes,6000000,12100000,20,848,13900000,4800000,18000000,3600000,Approved,Excellent,Upper-middle,Silver,Long-Term,High
2086,5,Not Graduate,No,7600000,16300000,18,872,5100000,1900000,20700000,5000000,Approved,Excellent,High,Silver,Long-Term,High
2087,3,Not Graduate,No,8000000,20100000,10,608,9800000,15500000,26100000,5200000,Approved,Average,High,Gold,Intermediate,Moderate
2088,0,Graduate,Yes,5400000,19500000,16,758,2600000,2700000,18300000,6000000,Approved,Excellent,Upper-middle,Silver,Long-Term,Low
2089,0,Not Graduate,Yes,1400000,3700000,4,841,3000000,1000000,4600000,1000000,Approved,Excellent,Lower-middle,Bronze,Short-Term,Low
2090,0,Not Graduate,Yes,800000,2600000,2,618,300000,1200000,2000000,500000,Approved,Average,Low,Bronze,Short-Term,Low
2091,4,Graduate,Yes,300000,1100000,4,457,700000,100000,1100000,400000,Approved,Poor,Low,Bronze,Short-Term,High
2092,0,Graduate,No,4100000,14400000,4,844,2700000,6000000,9900000,4200000,Approved,Excellent,Upper-middle,Silver,Short-Term,Low
2093,2,Not Graduate,No,1500000,3800000,4,776,2800000,0,5300000,1400000,Approved,Excellent,Lower-middle,Bronze,Short-Term,Moderate
2094,1,Not Graduate,No,4600000,13900000,8,520,13300000,6400000,9800000,2200000,Rejected,Poor,Upper-middle,Silver,Intermediate,Low
2095,1,Graduate,Yes,3300000,7500000,12,648,6400000,1700000,8700000,1600000,Approved,Average,Lower-middle,Bronze,Intermediate,Low
2096,4,Not Graduate,Yes,7900000,31400000,10,654,16500000,15200000,25400000,5000000,Approved,Good,High,Platinum,Intermediate,High
2097,0,Not Graduate,No,8100000,26500000,20,342,5800000,5600000,23700000,5800000,Rejected,Poor,High,Gold,Long-Term,Low
2098,5,Not Graduate,No,900000,2800000,16,808,2100000,900000,3100000,800000,Approved,Excellent,Low,Bronze,Long-Term,High
2099,1,Graduate,Yes,4900000,15200000,10,429,5700000,7300000,14400000,3300000,Rejected,Poor,Upper-middle,Silver,Intermediate,Low
2100,3,Graduate,Yes,6100000,18100000,14,538,11800000,4200000,16200000,7500000,Rejected,Poor,Upper-middle,Silver,Intermediate,Moderate
2101,3,Not Graduate,No,4500000,16400000,6,533,1800000,5600000,12200000,3900000,Rejected,Poor,Upper-middle,Silver,Short-Term,Moderate
2102,2,Graduate,Yes,2900000,7300000,8,394,7700000,2600000,7700000,4000000,Rejected,Poor,Lower-middle,Bronze,Intermediate,Moderate
2103,1,Not Graduate,No,7900000,29300000,2,771,17600000,12800000,20400000,4000000,Approved,Excellent,High,Gold,Short-Term,Low
2104,5,Graduate,Yes,4100000,10100000,4,792,4400000,6100000,8600000,4900000,Approved,Excellent,Upper-middle,Silver,Short-Term,High
2105,5,Not Graduate,Yes,7700000,15500000,8,407,6500000,9100000,26300000,4600000,Rejected,Poor,High,Silver,Intermediate,High
2106,0,Not Graduate,No,5600000,19300000,18,544,6400000,2800000,19900000,6400000,Rejected,Poor,Upper-middle,Silver,Long-Term,Low
2107,5,Graduate,No,9000000,18000000,18,509,24600000,5200000,20000000,6100000,Rejected,Poor,High,Silver,Long-Term,High
2108,4,Not Graduate,Yes,6400000,18400000,16,320,17700000,3600000,13900000,8300000,Rejected,Poor,Upper-middle,Silver,Long-Term,High
2109,4,Graduate,No,6900000,14700000,2,496,12000000,7000000,15500000,4000000,Rejected,Poor,Upper-middle,Silver,Short-Term,High
2110,3,Not Graduate,No,9100000,27400000,18,652,8500000,7300000,31700000,6800000,Approved,Good,High,Gold,Long-Term,Moderate
2111,2,Graduate,Yes,1100000,3700000,2,806,2700000,800000,2900000,500000,Approved,Excellent,Lower-middle,Bronze,Short-Term,Moderate
2112,4,Not Graduate,No,1700000,4500000,12,821,3200000,1900000,4900000,1500000,Approved,Excellent,Lower-middle,Bronze,Intermediate,High
2113,5,Graduate,Yes,9200000,28800000,20,618,14300000,10800000,33900000,10600000,Approved,Average,High,Gold,Long-Term,High
2114,2,Not Graduate,Yes,8300000,20600000,12,729,22400000,9000000,31400000,8400000,Approved,Good,High,Gold,Intermediate,Moderate
2115,5,Not Graduate,Yes,5000000,10600000,6,839,12600000,8600000,19800000,3500000,Approved,Excellent,Upper-middle,Silver,Short-Term,High
2116,3,Graduate,No,2200000,6400000,2,318,1400000,2100000,4300000,1500000,Rejected,Poor,Lower-middle,Bronze,Short-Term,Moderate
2117,2,Graduate,No,4500000,9600000,16,404,1800000,6000000,17000000,2700000,Rejected,Poor,Upper-middle,Bronze,Long-Term,Moderate
2118,5,Not Graduate,Yes,4100000,9000000,6,581,6600000,1500000,11300000,3400000,Approved,Average,Upper-middle,Bronze,Short-Term,High
2119,1,Not Graduate,No,2800000,6800000,18,596,7900000,400000,7300000,1500000,Approved,Average,Lower-middle,Bronze,Long-Term,Low
2120,1,Not Graduate,No,6600000,20700000,4,415,12800000,11900000,17700000,3900000,Approved,Poor,Upper-middle,Gold,Short-Term,Low
2121,3,Not Graduate,Yes,3200000,7200000,6,728,4800000,2000000,8000000,4600000,Approved,Good,Lower-middle,Bronze,Short-Term,Moderate
2122,0,Not Graduate,No,6300000,13300000,2,666,8800000,4000000,14200000,4900000,Approved,Good,Upper-middle,Silver,Short-Term,Low
2123,2,Graduate,No,4700000,17700000,14,675,5800000,7200000,13100000,6500000,Approved,Good,Upper-middle,Silver,Intermediate,Moderate
2124,0,Graduate,No,4100000,15400000,16,304,3000000,5200000,16200000,3100000,Rejected,Poor,Upper-middle,Silver,Long-Term,Low
2125,5,Graduate,Yes,7100000,15500000,4,474,7600000,9000000,22400000,9400000,Rejected,Poor,Upper-middle,Silver,Short-Term,High
2126,4,Graduate,Yes,4900000,10200000,18,370,10900000,2200000,13700000,6600000,Rejected,Poor,Upper-middle,Silver,Long-Term,High
2127,4,Graduate,No,5600000,20300000,20,596,5100000,10900000,12700000,7900000,Approved,Average,Upper-middle,Gold,Long-Term,High
2128,4,Graduate,No,3400000,8300000,2,567,5700000,1900000,10200000,2700000,Approved,Average,Lower-middle,Bronze,Short-Term,High
2129,3,Not Graduate,No,4500000,16100000,16,671,10500000,3600000,12400000,5800000,Approved,Good,Upper-middle,Silver,Long-Term,Moderate
2130,2,Graduate,No,300000,800000,18,819,300000,300000,900000,400000,Approved,Excellent,Low,Bronze,Long-Term,Moderate
2131,5,Not Graduate,Yes,7600000,23000000,10,829,3100000,7300000,17600000,7300000,Approved,Excellent,High,Gold,Intermediate,High
2132,5,Graduate,No,500000,1200000,12,454,1400000,500000,1000000,300000,Rejected,Poor,Low,Bronze,Intermediate,High
2133,0,Graduate,Yes,5900000,15200000,16,399,15200000,3200000,12200000,6500000,Rejected,Poor,Upper-middle,Silver,Long-Term,Low
2134,0,Graduate,No,7100000,20700000,10,784,9500000,11400000,27900000,8600000,Approved,Excellent,Upper-middle,Gold,Intermediate,Low
2135,2,Not Graduate,Yes,8500000,26900000,6,538,21300000,16400000,21500000,4600000,Rejected,Poor,High,Gold,Short-Term,Moderate
2136,0,Graduate,Yes,6400000,16900000,16,759,16200000,7100000,15200000,3100000,Approved,Excellent,Upper-middle,Silver,Long-Term,Low
2137,2,Graduate,No,7100000,21400000,12,699,11400000,13400000,22600000,4800000,Approved,Good,Upper-middle,Gold,Intermediate,Moderate
2138,5,Not Graduate,No,1800000,5400000,14,347,3800000,1300000,4900000,1700000,Rejected,Poor,Lower-middle,Bronze,Intermediate,High
2139,3,Not Graduate,Yes,6600000,25200000,20,598,13100000,3600000,20700000,8600000,Approved,Average,Upper-middle,Gold,Long-Term,Moderate
2140,4,Graduate,Yes,8800000,27100000,2,406,16300000,6200000,26100000,5800000,Approved,Poor,High,Gold,Short-Term,High
2141,2,Not Graduate,No,4800000,15800000,20,860,1700000,3300000,13400000,5100000,Approved,Excellent,Upper-middle,Silver,Long-Term,Moderate
2142,5,Graduate,Yes,4400000,16500000,10,806,3500000,4400000,11200000,2800000,Approved,Excellent,Upper-middle,Silver,Intermediate,High
2143,0,Not Graduate,No,2000000,6900000,2,448,2700000,3800000,7100000,1600000,Approved,Poor,Lower-middle,Bronze,Short-Term,Low
2144,2,Graduate,No,6800000,22600000,20,393,2100000,2200000,20300000,8200000,Rejected,Poor,Upper-middle,Gold,Long-Term,Moderate
2145,5,Not Graduate,Yes,6600000,16000000,12,811,13100000,5000000,14700000,5000000,Approved,Excellent,Upper-middle,Silver,Intermediate,High
2146,2,Graduate,No,3300000,7900000,20,829,4800000,2100000,13200000,2600000,Approved,Excellent,Lower-middle,Bronze,Long-Term,Moderate
2147,3,Not Graduate,No,7400000,23400000,16,700,19300000,3000000,20700000,8900000,Approved,Good,Upper-middle,Gold,Long-Term,Moderate
2148,0,Not Graduate,Yes,4500000,12400000,18,719,10300000,200000,9200000,3100000,Approved,Good,Upper-middle,Silver,Long-Term,Low
2149,1,Not Graduate,Yes,9500000,30500000,12,430,5400000,8000000,30800000,10500000,Rejected,Poor,High,Platinum,Intermediate,Low
2150,1,Graduate,No,800000,3000000,4,338,900000,1000000,2600000,400000,Approved,Poor,Low,Bronze,Short-Term,Low
2151,2,Graduate,No,4000000,13000000,4,695,6400000,6900000,15400000,4300000,Approved,Good,Lower-middle,Silver,Short-Term,Moderate
2152,2,Not Graduate,No,7000000,25700000,18,374,3400000,13700000,14900000,4500000,Rejected,Poor,Upper-middle,Gold,Long-Term,Moderate
2153,3,Graduate,No,3500000,8500000,18,609,7300000,0,12700000,2500000,Approved,Average,Lower-middle,Bronze,Long-Term,Moderate
2154,3,Graduate,Yes,9700000,36000000,6,631,3500000,5500000,28500000,7500000,Approved,Average,High,Platinum,Short-Term,Moderate
2155,0,Not Graduate,No,3400000,10800000,6,439,5300000,1400000,11600000,1900000,Rejected,Poor,Lower-middle,Silver,Short-Term,Low
2156,1,Graduate,Yes,4600000,13500000,20,837,5600000,7700000,11900000,2500000,Approved,Excellent,Upper-middle,Silver,Long-Term,Low
2157,4,Graduate,No,3800000,10400000,10,833,7500000,2500000,14100000,4200000,Approved,Excellent,Lower-middle,Silver,Intermediate,High
2158,4,Not Graduate,Yes,4200000,9600000,20,863,7400000,900000,9100000,3400000,Approved,Excellent,Upper-middle,Bronze,Long-Term,High
2159,2,Graduate,No,2500000,8700000,4,684,0,600000,9700000,2600000,Approved,Good,Lower-middle,Bronze,Short-Term,Moderate
2160,0,Not Graduate,Yes,7000000,24600000,6,542,6400000,2600000,24500000,4700000,Rejected,Poor,Upper-middle,Gold,Short-Term,Low
2161,1,Not Graduate,No,5300000,11500000,8,753,10000000,4200000,14400000,3000000,Approved,Excellent,Upper-middle,Silver,Intermediate,Low
2162,0,Not Graduate,No,6400000,14200000,2,512,1600000,9200000,23100000,3500000,Rejected,Poor,Upper-middle,Silver,Short-Term,Low
2163,3,Not Graduate,No,3400000,8100000,12,385,6100000,4000000,10700000,4000000,Rejected,Poor,Lower-middle,Bronze,Intermediate,Moderate
2164,4,Not Graduate,No,6700000,18800000,2,749,15600000,7900000,19900000,8600000,Approved,Good,Upper-middle,Silver,Short-Term,High
2165,1,Not Graduate,Yes,4600000,10100000,4,618,2200000,100000,12900000,4300000,Approved,Average,Upper-middle,Silver,Short-Term,Low
2166,4,Graduate,Yes,900000,2500000,4,583,1300000,800000,1800000,1100000,Approved,Average,Low,Bronze,Short-Term,High
2167,0,Graduate,No,5100000,19900000,18,655,4400000,0,17100000,7100000,Approved,Good,Upper-middle,Silver,Long-Term,Low
2168,0,Not Graduate,Yes,7000000,20900000,20,380,11800000,10800000,21100000,6200000,Rejected,Poor,Upper-middle,Gold,Long-Term,Low
2169,3,Graduate,Yes,4100000,14700000,6,679,6600000,3700000,10500000,5600000,Approved,Good,Upper-middle,Silver,Short-Term,Moderate
2170,2,Graduate,No,4600000,14800000,6,410,12900000,6800000,16100000,5800000,Rejected,Poor,Upper-middle,Silver,Short-Term,Moderate
2171,2,Graduate,Yes,3600000,11500000,8,590,1600000,5200000,10900000,3000000,Approved,Average,Lower-middle,Silver,Intermediate,Moderate
2172,5,Graduate,No,5900000,13800000,14,397,12400000,600000,20400000,3000000,Rejected,Poor,Upper-middle,Silver,Intermediate,High
2173,2,Graduate,No,600000,2100000,16,425,900000,500000,2300000,300000,Rejected,Poor,Low,Bronze,Long-Term,Moderate
2174,0,Graduate,No,4900000,16400000,2,383,3300000,3500000,15000000,5800000,Approved,Poor,Upper-middle,Silver,Short-Term,Low
2175,5,Graduate,Yes,6400000,23900000,6,406,14700000,12400000,25400000,4300000,Rejected,Poor,Upper-middle,Gold,Short-Term,High
2176,2,Graduate,No,7000000,19800000,10,563,3900000,9400000,22800000,8000000,Approved,Average,Upper-middle,Silver,Intermediate,Moderate
2177,3,Graduate,Yes,6700000,13400000,14,782,4900000,4000000,25800000,9600000,Approved,Excellent,Upper-middle,Silver,Intermediate,Moderate
2178,1,Not Graduate,Yes,800000,2200000,4,852,900000,200000,2200000,1000000,Approved,Excellent,Low,Bronze,Short-Term,Low
2179,5,Not Graduate,No,7600000,27800000,2,753,18400000,12200000,16900000,8000000,Approved,Excellent,High,Gold,Short-Term,High
2180,5,Graduate,Yes,3200000,7600000,4,489,5000000,2900000,10600000,1900000,Rejected,Poor,Lower-middle,Bronze,Short-Term,High
2181,2,Not Graduate,Yes,4900000,13800000,2,586,9900000,1400000,9900000,7000000,Approved,Average,Upper-middle,Silver,Short-Term,Moderate
2182,3,Not Graduate,No,7200000,20800000,16,560,2100000,10700000,21100000,3600000,Approved,Average,Upper-middle,Gold,Long-Term,Moderate
2183,3,Graduate,No,5600000,20600000,6,487,6400000,9700000,20200000,4100000,Rejected,Poor,Upper-middle,Gold,Short-Term,Moderate
2184,4,Graduate,Yes,7300000,18300000,8,434,10000000,2900000,26800000,6700000,Rejected,Poor,Upper-middle,Silver,Intermediate,High
2185,4,Not Graduate,No,3300000,7000000,20,504,8200000,3200000,7300000,2500000,Rejected,Poor,Lower-middle,Bronze,Long-Term,High
2186,2,Graduate,Yes,9200000,25300000,4,827,25900000,15900000,19300000,11000000,Approved,Excellent,High,Gold,Short-Term,Moderate
2187,3,Not Graduate,Yes,8100000,23300000,20,657,15700000,2900000,28100000,6200000,Approved,Good,High,Gold,Long-Term,Moderate
